,Transformation parameter epsilon,RMS CML PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
45,0.13335096058868687,0.30049587647174025,2.0429000397801693e-07,3.9083516942723207,3.4402799167857706e-07,3.9083516942723207
46,0.1389072506132155,0.3004926828180128,1.9990536439524292e-07,3.9083477818586347,3.4403449254000704e-07,3.9083477818586347
47,0.1416853956254798,0.3004910835273314,1.9774863181401236e-07,3.9083456332103945,3.4403802365311135e-07,3.9083456332103945
48,0.1444635406377441,0.30048948917101953,1.9561525222786452e-07,3.9083433882643117,3.440416945385391e-07,3.9083433882643117
49,0.14724168565000842,0.3004878970385407,1.9350496783034e-07,3.908341051880336,3.440454980001947e-07,3.908341051880336
50,0.15557612068680135,0.30048313144176264,1.8731026138200008e-07,3.908333411192293,3.44057826735784e-07,3.908333411192293
51,0.15835426569906566,0.300481548263441,1.8528990704876675e-07,3.908330672705225,3.440622146036621e-07,3.908330672705225
52,0.16113241071132997,0.300479966735663,1.8329143046376186e-07,3.9083278308341693,3.4406675286004253e-07,3.9083278308341693
53,0.16391055572359428,0.3004783880048163,1.8131457344530983e-07,3.9083249109047067,3.4407140402225224e-07,3.9083249109047067
54,0.1666887007358586,0.30047680903106483,1.7935913847430736e-07,3.9083218669075332,3.440762363210591e-07,3.9083218669075332
