,Transformation parameter epsilon,RMS myeloma PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
315,0.6556797653945429,0.629302309080508,2.692856826647724e-08,4.194134584829147,4.212375477622749e-07,4.194134584829147
316,0.6577612884592874,0.6293343499931879,2.6779701956420605e-08,4.193486303062344,4.2240187221322317e-07,4.193486303062344
317,0.659842811524032,0.6293665416055861,2.6631590656352753e-08,4.192839089569547,4.235674896038765e-07,4.192839089569547
318,0.6619243345887765,0.6293988523435706,2.6484247187366183e-08,4.192192819454648,4.2473462110575577e-07,4.192192819454648
319,0.6640058576535212,0.6294312999443783,2.633766014627008e-08,4.191547550437789,4.2590315544023487e-07,4.191547550437789
320,0.6660873807182657,0.6294638895661645,2.6191819509654522e-08,4.190903331329699,4.270729972502125e-07,4.190903331329699
321,0.6681689037830103,0.6294965984815535,2.60467324001701e-08,4.190260079454844,4.28244292017314e-07,4.190260079454844
322,0.6702504268477549,0.6295293934692714,2.590243023911504e-08,4.189617520896192,4.2941753799644744e-07,4.189617520896192
323,0.6723319499124994,0.6295624207709917,2.5758787699457634e-08,4.188976603058118,4.3059098398228284e-07,4.188976603058118
324,0.6744134729772441,0.6295955237469556,2.5615923105158066e-08,4.188336376874572,4.317663719765358e-07,4.188336376874572
325,0.6764949960419886,0.6296287522632193,2.5473795702287108e-08,4.187697131062425,4.329431639867404e-07,4.187697131062425
326,0.6785765191067332,0.6296620612347354,2.5332416071770936e-08,4.1870587529895245,4.341215643935921e-07,4.1870587529895245
327,0.6806580421714777,0.629695535178987,2.5191718121265565e-08,4.186421739511008,4.353006402751225e-07,4.186421739511008
328,0.6827395652362224,0.6297290671598483,2.5051772990450394e-08,4.185785496864405,4.364814919672958e-07,4.185785496864405
329,0.684821088300967,0.6297627247153235,2.4912524827759073e-08,4.185150443596866,4.3766333077943704e-07,4.185150443596866
330,0.6869026113657115,0.6297963882567424,2.4774233166447925e-08,4.184514442306046,4.388501564532105e-07,4.184514442306046
331,0.6889841344304561,0.6298303039956751,2.463619773861e-08,4.1838831632751585,4.400313322379796e-07,4.1838831632751585
