,Transformation parameter epsilon,RMS myeloma IM-III,Parameter A,Parameter tau,Parameter C,Parameter alpha,Inverse parameter A,Inverse parameter gamma,Inverse parameter C,Inverse parameter alpha
144,0.2906478278566534,0.2906478278566534,0.2992835122484134,28.21263577587699,0.9928644029582656,0.12643350117540528,0.2992835122484134,28.21263577587699,0.9934992324135961,0.12643350117540528
145,0.28902529239479013,0.28902529239479013,0.29508971936029027,28.117596708897253,0.9929464073847258,0.12649399962255264,0.29508971936029027,28.117596708897253,0.9935907382343057,0.12649399962255264
146,0.2881894007988799,0.2881894007988799,0.29305293093550533,28.07097995037028,0.9929861880007498,0.12652363364721517,0.29305293093550533,28.07097995037028,0.9936352336531532,0.12652363364721517
147,0.28769952511603303,0.28769952511603303,0.2918285934879777,28.04237052348113,0.9930110446770286,0.1265397360858341,0.2918285934879777,28.04237052348113,0.9936620176485914,0.1265397360858341
148,0.28724645809119276,0.28724645809119276,0.2907852987231403,28.018238147844514,0.9930316137458804,0.1265548575384883,0.2907852987231403,28.018238147844514,0.9936848427443035,0.1265548575384883
149,0.28682349565370513,0.28682349565370513,0.28981050944443965,27.99563598880692,0.99305058811442,0.12656911986405592,0.28981050944443965,27.99563598880692,0.9937061639910493,0.12656911986405592
150,0.28632624127279804,0.28632624127279804,0.28861776224402885,27.967430362132127,0.9930748065186864,0.12658479583819238,0.28861776224402885,27.967430362132127,0.9937322810799601,0.12658479583819238
151,0.2858873858027836,0.2858873858027836,0.28770104562231313,27.946224463332847,0.9930924511938468,0.12659906766674475,0.28770104562231313,27.946224463332847,0.9937523578737122,0.12659906766674475
152,0.28539539481692444,0.28539539481692444,0.2866023091384571,27.920237455020743,0.9931144892170491,0.12661427423273672,0.2866023091384571,27.920237455020743,0.9937764352953005,0.12661427423273672
153,0.2849198588956615,0.2849198588956615,0.28559405658097514,27.896480138801785,0.9931343939200987,0.12662895744832356,0.28559405658097514,27.896480138801785,0.9937985377740701,0.12662895744832356
154,0.28439228683466133,0.28439228683466133,0.2844358028693582,27.868758306504425,0.993157929288396,0.12664454927291138,0.2844358028693582,27.868758306504425,0.9938239426539729,0.12664454927291138
155,0.2838661929302439,0.2838661929302439,0.28325918404030925,27.84034844240122,0.9931819496668156,0.12665990226083373,0.28325918404030925,27.84034844240122,0.993849751259982,0.12665990226083373
156,0.2833070872833287,0.2833070872833287,0.2820585493908331,27.81128828857898,0.9932065776418301,0.12667578687427125,0.2820585493908331,27.81128828857898,0.9938761073603773,0.12667578687427125
157,0.2828406744335597,0.2828406744335597,0.28119048702450067,27.790780525316496,0.9932232536857338,0.12668958881657347,0.28119048702450067,27.790780525316496,0.9938951714574188,0.12668958881657347
158,0.28230770673905753,0.28230770673905753,0.28009880073995647,27.76429130115899,0.9932453390684766,0.12670456961985363,0.28009880073995647,27.76429130115899,0.9939191489867492,0.12670456961985363
159,0.2818029539059783,0.2818029539059783,0.27915174312950236,27.741543499459148,0.993263976641801,0.12671882672869805,0.27915174312950236,27.741543499459148,0.9939399651567793,0.12671882672869805
160,0.28121663123991286,0.28121663123991286,0.2779520845624516,27.712018092683923,0.993288728598387,0.1267345559630572,0.2779520845624516,27.712018092683923,0.9939663344062595,0.1267345559630572
161,0.28070913825016114,0.28070913825016114,0.2770268886261248,27.689622751566205,0.9933069080859062,0.12674852641087692,0.2770268886261248,27.689622751566205,0.9939866850127468,0.12674852641087692
